,State,District,Origin_of_Challenge,Date_of_Challenge_or_Removal,Type_of_Ban,Author,Title
215,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Jones, Kelly",Unusual Chickens for the Exceptional Poultry Farmer (Unusual Chickens Series)
216,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Howard, Elizabeth Fitzgerald",Virgie Goes to School with Us Boys
217,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Sorell, Traci",We Are Grateful: Otsaliheliga
218,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Robinson, Lisa",Were I Not a Girl: The Inspiring and True Story of Dr. James Barry
219,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Lukoff, Kyle",When Aidan Became A Brother
220,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Mahin, Michael James",When Angels Sing: The Story of Rock Legend Carlos Santana
221,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Lee, Uk-Bae",When Spring Comes to the DMZ
222,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Rau, Dana Meachen",Who Is the Dalai Lama? (Who was...? Series)
223,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Rappaport, Doreen",Wilma's Way Home: The Life of Wilma Mankiller
224,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Frame, Jeron Ashford",Winter Candle
225,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Namioka, Lensey",Yang the Third and Her Impossible Family (The Yang Family Series)
226,Florida,Duval County Public Schools,Administrator,1/1/2022,Banned Pending Investigation,"Namioka, Lensey",Yang the Youngest and his Terrible Ear (The Yang Family Series)
227,Florida,Flagler Schools,Administrator,11/1/2021,Banned in Libraries,"Johnson, George M.",All Boys Aren't Blue
228,Florida,Flagler Schools,Administrator,11/1/2021,Banned Pending Investigation,"Anderson, Laurie Halse",Speak
229,Florida,Flagler Schools,Administrator,11/1/2021,Banned Pending Investigation,"Kendi, Ibram X.",Stamped from the Beginning: The Definitive History of Racist Ideas in America
230,Florida,Flagler Schools,Administrator,11/1/2021,Banned Pending Investigation,"Thomas, Angie",The Hate U Give
231,Florida,Hernando School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Green, John",Looking for Alaska
232,Florida,Hernando School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Sebold, Alice",Lucky
233,Florida,Hernando School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Gino, Alex",Melissa (George)
234,Florida,Hernando School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Gino, Alex",Rick
235,Florida,Hernando School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Maas, Sarah J.",A ​Court of Silver Flames (A Court of Thorns and Roses Series)
236,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Thomas, Rachael L.",#BlackLivesMatter: Protesting Racism
237,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Stone, Tanya Lee",A Bad Boy Can Be Good for a Girl
238,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Whitcomb, Laura",A Certain Slant of Light
239,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Maas, Sarah J.",A Court of Mist and Fury (A Court of Thorns and Roses Series)
240,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"G., Mady",A Quick & Easy Guide to Queer & Trans Identities
241,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Àbíké-Íyímídé, Faridah",Ace of Spades
242,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Reynolds, Jason",All American Boys
243,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Johnson, George M.",All Boys Aren't Blue
244,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Series)
245,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Awakened (House of Night Series)
246,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Sanchez, Alex",Bait
247,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Mochizuki, Ken",Baseball Saved Us
248,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Morrison, Toni",Beloved
249,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Betrayed (House of Night Series)
250,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Kuklin, Susan",Beyond Magenta: Transgender Teens Speak Out
251,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Zoboi, Ibi",Black Enough: Stories of Being Young & Black in America
252,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Brown, Echo",Black Girl Unlimited: The Remarkable Story of a Teenage Wizard
253,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Hillstrom, Laurie Collier",Black Lives Matter: From a Moment to a Movement
254,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"McIlwain, Charlton D.","Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter"
255,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Thompson, Craig",Blankets
256,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Draper, Sharon M.",Blended
257,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"McCullough, Joy",Blood Water Paint
258,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Blakemore, Kim Taylor",Bowery Girl
259,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Blacker, Terence",Boy2Girl
260,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Hutchinson, Shaun David",Brave Face: A Memoir
261,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Miller, J. P.",Brave Leaders and Activists
262,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Huxley, Aldous",Brave New World
263,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Burned (House of Night Series)
264,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Thomas, Aiden",Cemetery Boys
265,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Mac, Carrie",Charmed
266,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Chosen (House of Night Series)
267,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Clare, Cassandra",City of Heavenly Fire (The Mortal Instruments Series)
268,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Hopkins, Ellen",Crank (Crank Series)
269,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Gould, Sasha",Cross My Heart (Cross My Heart Series)
270,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Stone, Nic",Dear Martin
271,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Stassen, Jean-Philippe",Deogratias: A Tale of Rwanda
272,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Destined (House of Night Series)
273,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Maskame, Estelle",Did I Mention I Need You? (DIMILY Series)
274,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Frank, E. R.",Dime
275,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Witton, Hannah",Doing It!: Let's Talk About Sex
276,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel
277,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Carle, Eric",Draw Me a Star
278,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Rowell, Rainbow",Eleanor & Park
279,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Walton, K. M.",Empty
280,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Johnston, E. K.","Exit, Pursued by a Bear"
281,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Foer, Jonathan Safran",Extremely Loud & Incredibly Close
282,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Anderson, M. T.",Feed
283,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Lockhart, E.",Fly on the Wall: How One Girl Saw Everything
284,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Blume, Judy",Forever...
285,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Rhodes, Jewel Parker",Ghost Boys
286,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Alger, Cristina",Girls Like Us (2019)
287,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Flynn, Gillian",Gone Girl
288,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"von Ziegesar, Cecily",Gossip Girl: A Novel by Cecily von Ziegesar (Gossip Girl Series)
289,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Cashore, Kristin",Graceling (Graceling Realm Series)
290,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series)
291,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Peters, Julie Anne",grl2grl
292,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Allison, Anthony",Hear These Voices: Youth at the Edge of the Millennium
293,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Hidden (House of Night Series)
294,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Gyasi, Yaa",Homegoing
295,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Acito, Marc","How I Paid for College: A Novel of Sex, Theft, Friendship & Musical Theater (Edward Zanni Series)"
296,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist
297,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Gay, Roxane",Hunger: A Memoir of (My) Body
298,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Hunted (House of Night Series)
299,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Medina, Tony",I Am Alfonso Jones
300,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Sánchez, Erika L.",I Am Not Your Perfect Mexican Daughter
301,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Lee, Lyla",I'll Be the One
302,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cohen, Adam","Imbeciles: The Supreme Court, American Eugenics, and the Sterilization of Carrie Buck"
303,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Girzone, Joseph F.",Joshua and the City
304,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Duncan, Lois",Killing Mr. Griffin
305,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Callender, Kacen",King and the Dragonflies
306,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Myracle, Lauren","l8r, g8r"
307,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Colbert, Brandy",Little & Lion
308,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Rodi, Robert",Living Proud! Coming Out and Seeking Support (Living Proud! Growing Up Lgbtq)
309,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries,"Green, John",Looking for Alaska
310,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Sebold, Alice",Lucky
311,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Rodowsky, Colby",Lucy Peale
312,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Friend, Natasha",Lush
313,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Cast, P. C.",Marked (House of Night Series)
314,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Sindu, S. J.",Marriage of a Thousand Lies
315,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Spiegelman, Art",Maus 1: A Survivor's Tale: My Father Bleeds History
316,Florida,Indian River County School District,Administrator,11/1/2021,Banned in Libraries and Classrooms,"Andrews, Jesse",Me and Earl and the Dying Girl
317,Florida,Indian River County School District,Administrator,11/1/2021,Banned Pending Investigation,"Gino, Alex",Melissa (George)
